what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1322837700876
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1322837700885
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1322837700900
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1322837700916
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1322837700921
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1322837700990
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1322837700995
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1322837701010
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1322837701016
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1322837701031
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1322837701037
started,bundle,net.sf.eclipsefp.haskell.browser,2.2.0,"net.sf.eclipsefp.haskell.browser",1322837701038
started,bundle,net.sf.eclipsefp.haskell.buildwrapper,2.2.0,"net.sf.eclipsefp.haskell.buildwrapper",1322837701039
started,bundle,net.sf.eclipsefp.haskell.core,2.2.0,"net.sf.eclipsefp.haskell.core",1322837701040
started,bundle,net.sf.eclipsefp.haskell.ghccompiler,2.2.0,"net.sf.eclipsefp.haskell.ghccompiler",1322837701052
started,bundle,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui",1322837701052
started,bundle,net.sf.eclipsefp.haskell.util,2.2.0,"net.sf.eclipsefp.haskell.util",1322837701053
os,sysinfo,,,"linux",1322837701072
arch,sysinfo,,,"x86",1322837701072
ws,sysinfo,,,"gtk",1322837701072
locale,sysinfo,,,"en_US",1322837701072
processors,sysinfo,,,"1",1322837701072
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1322837701072
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1322837701072
java.specification.name,sysinfo,,,"Java Platform API Specification",1322837701072
java.specification.vendor,sysinfo,,,"Oracle Corporation",1322837701072
java.specification.version,sysinfo,,,"1.7",1322837701072
java.vendor,sysinfo,,,"Oracle Corporation",1322837701072
java.version,sysinfo,,,"1.7.0_01",1322837701072
