what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838031069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838032001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838047238
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838051745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838053500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838062093
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321838062156
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321838063672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321838068891
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321838074363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321838075373
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321838076414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321838077105
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321838077827
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321838078631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321838079359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321838080535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838081868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838096657
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321838099097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838107318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838116301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838117581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838123691
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321838124885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321838126318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838126903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321838133633
