what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322698731832
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322698736451
executed,command,net.sf.eclipsefp.haskell.debug.ui,,"net.sf.eclipsefp.haskell.debug.ui.internal.launch.ghci.GhciLaunchShortcut.run",1322698741048
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322698749071
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698757081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698774842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698777986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698778835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698779571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698787213
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322698790028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322698793129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322698793844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698796320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698797583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322698797644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322698808957
executed,command,net.sf.eclipsefp.haskell.debug.ui,,"net.sf.eclipsefp.haskell.debug.ui.internal.launch.ghci.GhciLaunchShortcut.run",1322698816132
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322698819686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698825128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698832673
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322698835149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1322698856085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322698856805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698859417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698859869
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322698859927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322698867801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698898969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698900276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322698900279
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322698900313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698902175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698909968
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322698921246
executed,command,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.ui.commands.navigate.openDefinition",1322698923997
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1322698924989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698925029
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1322698926797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322698927496
executed,command,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.ui.commands.navigate.openDefinition",1322698929929
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1322698930462
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1322698930679
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1322698937353
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1322698938416
