what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1322692241813
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1322692241823
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1322692241824
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1322692241825
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1322692241984
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1322692241987
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1322692242001
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1322692242009
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1322692242011
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1322692242027
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1322692242034
started,bundle,net.sf.eclipsefp.haskell.browser,2.2.0,"net.sf.eclipsefp.haskell.browser",1322692242035
started,bundle,net.sf.eclipsefp.haskell.buildwrapper,2.2.0,"net.sf.eclipsefp.haskell.buildwrapper",1322692242036
started,bundle,net.sf.eclipsefp.haskell.core,2.2.0,"net.sf.eclipsefp.haskell.core",1322692242036
started,bundle,net.sf.eclipsefp.haskell.ghccompiler,2.2.0,"net.sf.eclipsefp.haskell.ghccompiler",1322692242037
started,bundle,net.sf.eclipsefp.haskell.hlint,2.1.0,"net.sf.eclipsefp.haskell.hlint",1322692242043
started,bundle,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui",1322692242043
started,bundle,net.sf.eclipsefp.haskell.util,2.2.0,"net.sf.eclipsefp.haskell.util",1322692242043
os,sysinfo,,,"linux",1322692242054
arch,sysinfo,,,"x86",1322692242054
ws,sysinfo,,,"gtk",1322692242054
locale,sysinfo,,,"en_US",1322692242054
processors,sysinfo,,,"1",1322692242054
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1322692242054
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1322692242055
java.specification.name,sysinfo,,,"Java Platform API Specification",1322692242055
java.specification.vendor,sysinfo,,,"Oracle Corporation",1322692242055
java.specification.version,sysinfo,,,"1.7",1322692242055
java.vendor,sysinfo,,,"Oracle Corporation",1322692242055
java.version,sysinfo,,,"1.7.0_01",1322692242055
java.vm.info,sysinfo,,,"mixed mode",1322692242055
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1322692242055
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1322692242055
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1322692242055
java.vm.specification.version,sysinfo,,,"1.7",1322692242055
java.vm.vendor,sysinfo,,,"Oracle Corporation",1322692242055
java.vm.version,sysinfo,,,"21.1-b02",1322692242055
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1322692242443
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1322692242616
error,log,,,"Resource '/test' is not open.",1322692243051
error,log,,,"Resource '/test' is not open.",1322692243053
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1322692243758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322692247259
started,bundle,net.sf.eclipsefp.haskell.debug.core,2.2.0,"net.sf.eclipsefp.haskell.debug.core",1322692247375
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1322692248091
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1322692249129
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1322692249147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322692253823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322692257376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322692270999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322692272119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322692272800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1322692274820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322692279180
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322692286651
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322692293408
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1322692293956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322692301088
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1322692305096
started,bundle,net.sf.eclipsefp.haskell.hugs,2.0.3,"net.sf.eclipsefp.haskell.hugs",1322692305842
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322692313080
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322692355127
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322692372419
error,log,,,"Expected executable /usr/bin/buildwrapper not found!",1322692659570
error,log,,,"Expected executable /usr/bin/scion-browser not found!",1322692768825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322693846449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322693884124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322693884776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322693886011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322693886852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694057586
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322694059825
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322694061866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694068801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694199003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694208267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322694212711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694212738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694213611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694219143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694221092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322694222588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694222610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694227575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1322694257707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322694257727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1322694259835
error,log,,,"Resource '/test' is not open.",1322694260665
error,log,,,"Resource '/test' is not open.",1322694260667
