what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1321836427540
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1321836427552
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1321836427566
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1321836427567
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1321836427576
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1321836427580
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1321836427599
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321836427610
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1321836427626
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321836427635
os,sysinfo,,,"linux",1321836427643
arch,sysinfo,,,"x86",1321836427643
ws,sysinfo,,,"gtk",1321836427643
locale,sysinfo,,,"en_US",1321836427643
processors,sysinfo,,,"1",1321836427643
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321836427643
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1321836427643
java.specification.name,sysinfo,,,"Java Platform API Specification",1321836427643
java.specification.vendor,sysinfo,,,"Oracle Corporation",1321836427643
java.specification.version,sysinfo,,,"1.7",1321836427643
java.vendor,sysinfo,,,"Oracle Corporation",1321836427643
java.version,sysinfo,,,"1.7.0_01",1321836427643
java.vm.info,sysinfo,,,"mixed mode",1321836427644
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1321836427644
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321836427644
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1321836427644
java.vm.specification.version,sysinfo,,,"1.7",1321836427644
java.vm.vendor,sysinfo,,,"Oracle Corporation",1321836427644
java.vm.version,sysinfo,,,"21.1-b02",1321836427644
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1321836428049
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1321836428323
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321836428804
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1321836469630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836476186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836483982
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836486333
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836486484
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321836486549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836489986
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1321836494795
started,bundle,org.eclipse.cdt.launch,7.0.0.201109151620,"org.eclipse.cdt.launch",1321836494811
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1321836495529
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1321836495546
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1321836495728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1321836495733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836495769
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836497205
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321836497324
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836498051
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1321836508135
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1321836512577
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321836513863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321836516106
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321836537688
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1321836538335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321836544187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321836544589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321836545063
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836546388
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321836547410
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321836551269
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321836551459
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836552795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836553579
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1321836555766
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321836555768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836555819
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321836563824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321836566625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836570417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321836571141
