what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1322615296890
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1322615296890
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1322615296890
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1322615296890
java.vm.specification.version,sysinfo,,,"1.7",1322615296890
java.vm.vendor,sysinfo,,,"Oracle Corporation",1322615296890
java.vm.version,sysinfo,,,"21.1-b02",1322615296890
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1322615297488
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1322615300359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615303162
started,bundle,net.sf.eclipsefp.haskell.buildwrapper,2.2.0,"net.sf.eclipsefp.haskell.buildwrapper",1322615313620
started,bundle,net.sf.eclipsefp.haskell.browser,2.2.0,"net.sf.eclipsefp.haskell.browser",1322615313655
started,bundle,net.sf.eclipsefp.haskell.util,2.2.0,"net.sf.eclipsefp.haskell.util",1322615313672
started,bundle,net.sf.eclipsefp.haskell.ghccompiler,2.2.0,"net.sf.eclipsefp.haskell.ghccompiler",1322615313726
started,bundle,net.sf.eclipsefp.haskell.core,2.2.0,"net.sf.eclipsefp.haskell.core",1322615313737
started,bundle,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui",1322615313740
started,bundle,net.sf.eclipsefp.haskell.hlint,2.1.0,"net.sf.eclipsefp.haskell.hlint",1322615335760
error,log,,,"No buildwrapper executable defined",1322615335792
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1322615337784
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1322615338174
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1322615338262
opened,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615338354
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1322615338387
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.TaskList",1322615338508
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322615338744
activated,perspective,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.HaskellPerspective",1322615338841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1322615339050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615339097
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615341386
opened,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615347133
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615347452
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615347523
opened,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615348606
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615348830
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615348889
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615350535
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1322615351971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322615360794
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1322615362896
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1322615366995
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1322615368514
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1322615368528
started,bundle,net.sf.eclipsefp.haskell.debug.core,2.2.0,"net.sf.eclipsefp.haskell.debug.core",1322615370329
started,bundle,net.sf.eclipsefp.haskell.compat,2.0.2,"net.sf.eclipsefp.haskell.compat",1322615370341
error,log,,,"Could not launch Haskell application.",1322615370421
executed,command,net.sf.eclipsefp.haskell.debug.ui,,"net.sf.eclipsefp.haskell.debug.ui.internal.launch.ghci.GhciLaunchShortcut.run",1322615370421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615376698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615422316
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615422414
started,bundle,net.sf.eclipsefp.haskell.hugs,2.0.3,"net.sf.eclipsefp.haskell.hugs",1322615423846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615430793
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1322615474827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1322615505586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615505618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615510301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615592353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615593872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1322615600969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615600998
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615604568
executed,command,net.sf.eclipsefp.haskell.debug.ui,,"net.sf.eclipsefp.haskell.debug.ui.internal.launch.ghci.GhciLaunchShortcut.run",1322615607191
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322615607437
started,bundle,org.eclipse.cdt.dsf,2.2.0.201109151620,"org.eclipse.cdt.dsf",1322615607686
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.1.201109151620,"org.eclipse.cdt.dsf.gdb",1322615607733
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201109151620,"org.eclipse.cdt.dsf.gdb.ui",1322615607736
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1322615607904
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1322615608204
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1322615615658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615627197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322615657091
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615659744
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615661936
closed,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615662019
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615663657
closed,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615663658
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615666825
error,log,,,"Resource '/test' is not open.",1322615669670
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615670191
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615670298
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1322615670354
error,log,,,"Resource '/test' is not open.",1322615670576
error,log,,,"Resource '/test' is not open.",1322615670579
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615676517
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615676642
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615676754
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615676755
opened,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1322615677622
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1322615677763
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1322615677763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615679075
closed,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1322615679076
opened,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615680378
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615680454
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1322615680490
activated,editor,net.sf.eclipsefp.haskell.ui,2.2.0,"net.sf.eclipsefp.haskell.ui.internal.editors.haskell.HaskellEditor",1322615681720
